Date,Open,High,Low,Close,Start Date,End Date,Pattern,Pattern Present
2022-11-14,3.56,4.3,3.56,4.06,92,119,8,1
2022-11-15,4.14,4.14,3.76,4.12,92,119,8,1
2022-11-16,3.9,4.09,3.85,3.94,92,119,8,1
2022-11-17,3.9,3.95,3.71,3.92,92,119,8,1
2022-11-18,3.89,3.96,3.77,3.885,92,119,8,1
2022-11-21,3.89,3.89,3.715,3.8,92,119,8,1
2022-11-22,3.79,3.79,3.53,3.785,92,119,8,1
2022-11-23,3.755,3.755,3.55,3.6,92,119,8,1
2022-11-24,3.55,3.69,3.52,3.65,92,119,8,1
2022-11-25,3.54,3.66,3.48,3.48,92,119,8,1
2022-11-28,3.63,3.63,3.435,3.58,92,119,8,1
2022-11-29,3.58,3.625,3.55,3.55,92,119,8,1
2022-11-30,3.59,3.615,3.55,3.6,92,119,8,1
2022-12-01,3.6,3.6,3.5,3.585,92,119,8,1
2022-12-02,3.6,3.6,3.49,3.57,92,119,8,1
2022-12-05,3.58,3.6,3.57,3.57,92,119,8,1
2022-12-06,3.545,3.575,3.47,3.47,92,119,8,1
2022-12-07,3.51,3.51,3.47,3.505,92,119,8,1
2022-12-08,3.5,3.5,3.45,3.45,92,119,8,1
2022-12-09,3.425,3.45,3.425,3.45,92,119,8,1
2022-12-12,3.46,3.46,3.405,3.405,92,119,8,1
2022-12-13,3.46,3.46,3.35,3.35,92,119,8,1
2022-12-14,3.35,3.42,3.32,3.34,92,119,8,1
2022-12-15,3.35,3.44,3.32,3.325,92,119,8,1
2022-12-16,3.325,3.44,3.315,3.44,92,119,8,1
2022-12-19,3.4,3.42,3.35,3.4,92,119,8,1
2022-12-20,3.35,3.35,3.285,3.295,92,119,8,1
2022-12-21,3.3,3.435,3.3,3.33,92,119,8,1
2022-12-22,3.32,3.4,3.275,3.3,92,119,8,1
2022-12-23,3.435,3.435,3.29,3.395,92,119,8,1
2022-12-27,3.385,3.4,3.335,3.4,92,119,8,1
2022-12-28,3.34,3.43,3.31,3.35,92,119,8,1
2022-12-29,3.4,3.4,3.31,3.39,92,119,8,1
2022-12-30,3.39,3.45,3.32,3.445,92,119,8,1
