Date,Open,High,Low,Close,Adjusted_close,Volume
2022-10-24,530,543,527,543,543,1441
2022-10-25,543,543,529,532,532,2426
2022-10-26,535,544,535,540,540,178
2022-10-27,549,603,545,595,595,3785
2022-10-28,590,597,582,582,582,1187
2022-10-31,592,610,587,610,610,962
2022-11-02,610,615,600,600,600,1169
2022-11-03,604,606,600,600,600,440
2022-11-04,600,620,600,620,620,680
2022-11-07,624,648,601,602,602,1333
2022-11-08,602,622,600,607,607,387
2022-11-09,610,617,596,600,600,5689
2022-11-10,610,622,591,611,611,866
2022-11-14,622,645,622,639,639,7426
2022-11-15,645,650,639,646,646,1923
2022-11-16,646,653,626,635,635,3576
2022-11-17,635,646,625,634,634,373
2022-11-18,635,666,635,666,666,725
2022-11-21,662,680,654,661,661,4783
2022-11-22,660,664,659,661,661,9719
2022-11-23,664,669,662,662,662,2445
2022-11-24,672,683,660,660,660,675
2022-11-25,655,668,650,660,660,421
2022-11-28,656,679,656,670,670,607
2022-11-29,675,677,658,660,660,431
2022-11-30,662,671,660,660,660,362
2022-12-01,660,660,625,628,628,792
2022-12-02,629,638,629,638,638,213
2022-12-05,638,647,633,633,633,176
2022-12-06,633,638,601,601,601,679
2022-12-07,614,614,600,600,600,457
2022-12-08,604,623,603,610,610,216
2022-12-09,610,617,605,607,607,136
2022-12-12,606,631,599,630,630,550
2022-12-13,638,638,610,628,628,431
2022-12-14,628,628,608,620,620,506
2022-12-15,623,623,599,600,600,646
2022-12-16,602,619,600,602,602,633
2022-12-19,605,614,602,609,609,254
2022-12-20,609,633,609,622,622,530
2022-12-21,628,633,615,627,627,167
2022-12-22,630,631,615,616,616,228
2022-12-23,624,628,616,616,616,272
2022-12-27,616,621,603,603,603,305
2022-12-28,603,615,599,615,615,1046
2022-12-29,611,642,611,639,639,7318
2022-12-30,639,659,639,650,650,3832
2023-01-02,668,669,654,654,654,297
2023-01-03,654,654,641,641,641,361
2023-01-04,645,659,643,653,653,1428
2023-01-05,653,680,653,671,671,6837
2023-01-09,679,680,672,676,676,988
2023-01-10,676,685,672,685,685,1587
2023-01-11,686,695,670,670,670,388
2023-01-12,675,686,665,676,676,362
2023-01-13,671,678,646,647,647,602
2023-01-16,653,654,617,621,621,636
2023-01-17,622,625,600,609,609,2550
2023-01-18,609,610,591,595,595,4683
2023-01-19,595,595,574,584,584,1287
2023-01-20,585,590,580,589,589,527
2023-01-23,595,598,590,595,595,989
2023-01-24,605,628,599,611,611,3107
2023-01-25,611,614,605,605,605,243
2023-01-26,610,610,591,591,591,429
2023-01-27,596,601,586,598,598,507
2023-01-30,596,598,581,590,590,410
2023-01-31,592,624,590,624,624,5318
2023-02-01,625,631,615,617,617,1485
2023-02-02,627,631,605,612,612,2953
2023-02-03,611,614,607,614,614,1603
2023-02-06,614,615,601,601,601,1409
2023-02-07,602,609,594,607,607,525
2023-02-08,600,604,595,600,600,4861
2023-02-09,602,602,598,599,599,345
2023-02-10,599,600,581,588,588,4885
2023-02-13,594,594,578,578,578,730
2023-02-14,580,592,575,580,580,790
2023-02-15,586,590,585,590,590,197
2023-02-16,590,599,589,589,589,395
2023-02-17,595,595,593,595,595,60
2023-02-20,595,595,585,592,592,197
2023-02-21,589,600,582,597,597,2393
2023-02-22,589,594,582,592,592,1414
2023-02-23,592,597,582,586,586,747
2023-02-24,590,590,580,587,587,284
2023-02-27,585,594,584,584,584,293
2023-02-28,591,591,583,589,589,326
2023-03-01,590,597,588,597,597,471
2023-03-02,597,597,586,586,586,245
2023-03-03,586,599,586,599,599,526
2023-03-06,590,613,590,612,612,910
2023-03-07,612,619,606,619,619,1128
2023-03-08,619,625,612,612,612,2273
2023-03-09,613,620,610,618,618,12563
2023-03-10,619,624,613,622,622,1469
2023-03-13,624,625,607,624,624,2573
2023-03-14,615,621,615,618,618,313
2023-03-15,619,619,599,601,601,1113
2023-03-16,603,604,590,595,595,528
2023-03-17,599,609,597,609,609,2485
2023-03-20,609,618,600,618,618,202
2023-03-21,619,619,608,611,611,368
2023-03-22,611,615,607,615,615,1388
2023-03-23,615,615,606,614,614,577
2023-03-24,613,613,604,606,606,286
2023-03-27,610,620,609,618,618,969
2023-03-28,620,620,615,618,618,1778
2023-03-29,619,619,606,610,610,562
2023-03-30,611,614,609,612,612,2930
2023-03-31,612,613,607,613,613,3687
2023-04-03,615,615,565,569,569,2411
2023-04-04,579,597,570,588,588,4950
2023-04-05,584,597,582,582,582,829
2023-04-06,582,604,582,596,596,4166
2023-04-11,602,614,601,612,612,1567
2023-04-12,614,619,609,609,609,1916
2023-04-13,615,654,615,645,645,6860
2023-04-14,649,679,649,670,670,4709
2023-04-17,675,675,652,661,661,3850
2023-04-18,651,665,648,656,656,3951
2023-04-19,655,679,655,673,673,6857
2023-04-20,674,684,664,666,666,843
2023-04-21,666,672,652,652,652,653
2023-04-24,652,659,642,655,655,1378
2023-04-25,659,684,654,672,672,1858
2023-04-26,670,680,660,668,668,1786
2023-04-27,669,679,665,673,673,1077
2023-04-28,673,687,670,675,675,1647
2023-05-02,676,695,673,673,673,1521
2023-05-04,670,680,669,673,673,432
2023-05-05,673,684,664,680,680,1395
2023-05-08,679,700,679,693,693,2197
2023-05-09,694,718,688,715,715,1287
2023-05-10,715,715,699,713,713,1119
2023-05-11,712,727,703,717,717,4204
2023-05-12,703,717,679,708,708,8930
2023-05-15,704,712,682,707,707,2703
2023-05-16,714,715,697,704,704,1853
2023-05-17,705,705,682,693,693,2705
2023-05-18,690,709,687,697,697,4789
2023-05-19,700,709,694,708,708,785
2023-05-22,709,709,694,700,700,10818
2023-05-23,703,750,703,730,730,35977
2023-05-24,730,734,685,696,696,4864
2023-05-25,700,704,691,704,704,3114
2023-05-26,704,720,704,712,712,6879
2023-05-29,706,712,694,704,704,1799
2023-05-30,705,715,701,715,715,1003
2023-05-31,715,730,715,719,719,45944
2023-06-01,716,734,715,722,722,1251
2023-06-02,725,749,720,749,749,2669
2023-06-05,745,750,735,745,745,1189
2023-06-06,740,750,736,750,750,3304
2023-06-07,745,754,736,752,752,1052
2023-06-09,751,758,740,758,758,1118
2023-06-12,758,758,741,749,749,614
2023-06-13,750,755,716,755,755,2496
2023-06-14,742,769,742,768,768,5827
2023-06-15,768,768,746,746,746,1079
2023-06-16,748,771,747,770,770,1915
2023-06-19,770,770,748,749,749,603
2023-06-20,747,768,742,754,754,1781
2023-06-21,753,778,753,774,774,989
2023-06-22,772,784,771,783,783,954
2023-06-23,776,793,776,790,790,1450
2023-06-26,787,794,786,787,787,974
2023-06-27,788,788,768,779,779,718
2023-06-28,777,783,769,770,770,1886
2023-06-29,770,794,770,780,780,3267
2023-06-30,777,779,756,763,763,1007
2023-07-03,761,774,761,766,766,799
2023-07-04,766,774,738,745,745,974
2023-07-05,740,747,735,736,736,1873
2023-07-06,739,755,731,750,750,721
2023-07-07,749,767,741,764,764,560
2023-07-10,759,772,757,767,767,420
2023-07-11,772,783,761,761,761,1261
2023-07-12,763,786,763,786,786,1306
2023-07-13,785,788,778,780,780,885
2023-07-14,777,797,777,797,797,1537
2023-07-17,797,806,786,798,798,975
2023-07-18,799,805,787,800,800,954
2023-07-19,799,804,789,796,796,527
2023-07-20,788,820,788,798,798,3632
2023-07-21,795,802,790,790,790,405
